sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
8700,1334596,24004626,9,,,apa,Sağlık yönetimi bölümü öğrencilerinin mobil güvenlik farkındalığı ve dijital veri güvenliği farkındalıklarının belirlenmesi,Uluslararası Yönetim Bilişim Sistemleri ve Bilgisayar Bilimleri Dergisi,2017,"Bıkmaz, Z",,,no_match,,,,,,,,,,,,,,,,,,"Bıkmaz, Z. (2017). Sağlık yönetimi bölümü öğrencilerinin mobil güvenlik farkındalığı ve dijital veri güvenliği farkındalıklarının belirlenmesi. Uluslararası Yönetim Bilişim Sistemleri ve Bilgisayar Bilimleri Dergisi, 1(1), 22-30. Retrieved from https://dergipark.org.tr/en/download/article-file/403970"
8716,1330834,23844867,8,,,apa,Effects of Etymological Elaboration on the EFL Learners’ Comprehension and Retention of Idioms,Journal of Pan-Pacific Association of Applied Linguistics,2010,"Bagheri, M",,,no_match,,,,,,,,,,,,,,,,,,"Bagheri, M. S., & Fazel, I. (2010). Effects of Etymological Elaboration on the EFL Learners’ Comprehension and Retention of Idioms. Journal of Pan-Pacific Association of Applied Linguistics, 14(1), 45-55."
8718,1339113,24163472,8,,,vancouver,Cancer is a disorder or a survival mechanism: A review article,Res Rev J Med Health Sci,2017,"Mujahid M, Ghani F",title_salient,Cancer disorder survival mechanism,no_match,1166439,10.14744/ejmo.2023.35261,not_checked,,TheReal Mechanisms of Emodin Treating Lung Cancer Based on System Pharmacology,2023,Eurasian Journal of Medicine and Oncology,1946,PAPER,0.3274,0.3741,0.5,4,False,0.3273,0.0,False,"Mujahid M, Ghani F. Cancer is a disorder or a survival mechanism: A review article. Res Rev J Med Health Sci 2017;6(2):1–7."
8726,1352751,24714261,22,,,vancouver,Androgen influence on the meibomian gland,Invest Ophthalmol Vis Sci,2000,"Sullivan DA, Sullivan BD, Ullman MD, Rocha EM, Krenzer KL, Cermak JM",,,no_match,,,,,,,,,,,,,,,,,,"Sullivan DA, Sullivan BD, Ullman MD, Rocha EM, Krenzer KL, Cermak JM, et al. Androgen influence on the meibomian gland. Invest Ophthalmol Vis Sci. 2000;41(12):3732-42. [PubMed]"
8730,1278960,21478475,32,,,apa,Nursing students’ opinions regarding the nursing process,International Journal of Humanities and Social Science Invention,2017,"Sü, S",title_full,Nursing students opinions regarding the nursing process,no_match,1367289,10.17049/jnursology.1601132,not_checked,,NursingStudents’ Opinions on the Individual and Professional Acquisitions Achieved through Hidden Curriculum: A Cross-Sectional Study,2025,Journal of nursology (Online),3780,PAPER,0.4011,0.4301,0.6667,6,False,0.4396,0.0,False,"Sü, S. (2017) Nursing students’ opinions regarding the nursing process. International Journal of Humanities and Social Science Invention, 6(5), 10-14. https://www.semanticscholar.org/feed/create."
8749,1224773,19492513,47,,,apa,Yapısal kırılmaların varlığı durumunda geliştirilen birim-kök testleri. Gazi Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2(2,2000,"Yurdakul, F",,,no_match,,,,,,,,,,,,,,,,,,"Yurdakul, F. (2000). Yapısal kırılmaların varlığı durumunda geliştirilen birim-kök testleri. Gazi Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi. 2(2), 21-34."
8790,1233334,19745044,26,,,volume_pages,"‘‘Influence of deficit irrigation and nitrogen fertilization on potato yield, water productivity and net profit’’",CIGR Journal,2020,"Elmetwalli, A",,,no_match,,,,,,,,,,,,,,,,,,"Elmetwalli, A. H., Elnemr, M. K. 2020. ‘‘Influence of deficit irrigation and nitrogen fertilization on potato yield, water productivity and net profit’’. CIGR Journal, 22(3), 61-68."
8816,1262596,20618023,40,,,apa,"Spectrophotometric determination of terbinafine HCl, telmisartan and ramipril through redox reactions using bromate-bromide mixture",International Journal of Pharmaceutical Chemical and Biological Sciences,2015,"Afaf, A.E., Hanaa, M.S., Magda, M.E., Basma, E.G",,,no_match,,,,,,,,,,,,,,,,,,"40. Afaf, A.E., Hanaa, M.S., Magda, M.E., Basma, E.G. (2015) Spectrophotometric determination of terbinafine HCl, telmisartan and ramipril through redox reactions using bromate-bromide mixture. International Journal of Pharmaceutical Chemical and Biological Sciences, 5(1), 328-346."
8831,1305486,22967970,1,,,apa,Kastamonu ve yöresi ağızlarında mantar adları,Uluslararası Beşeri Bilimler ve Eğitim Dergisi,2018,"Acar, E",,,no_match,,,,,,,,,,,,,,,,,,"Acar, E. (2018). Kastamonu ve yöresi ağızlarında mantar adları. Uluslararası Beşeri Bilimler ve Eğitim Dergisi, 4(9), 177-228."
8886,1348682,24556741,39,,,apa,A brief history of genre pedagogy in Australian curriculum and practice,Sprogforum,2016,"Jones, P",,,no_match,,,,,,,,,,,,,,,,,,"[39] Jones, P. ve Derewianka, B. (2016). A brief history of genre pedagogy in Australian curriculum and practice. Sprogforum, 63, 24-34."
8907,1349634,25188887,1,,,apa,Türk müziğinde çokseslilik yaklaşımları,İnönü Üniversitesi Sanat ve Tasarım Dergisi,2011,"Albuz, A",title_full,Türk müziğinde çokseslilik yaklaşımları,no_match,1289233,10.35826/ijoess.4518,not_checked,,TÜRKMÜZİĞİNDE ÇOKSESLİLİK YAKLAŞIMLARINA İLİŞKİN ÖRNEK BİR UYGULAMA,2024,Uluslararası Avrasya Sosyal Bilimler Dergisi,973,PAPER,0.6398,0.7423,1.0,4,False,0.4828,0.0,False,"Albuz, A. (2011). Türk müziğinde çokseslilik yaklaşımları. İnönü Üniversitesi Sanat ve Tasarım Dergisi, 1(1), 51- 66."
8910,1207469,18220109,61,,,loose_year,“1917 Tarihli Hukuk-ı Aile Kararnamesi ve Osmanlı Aile Hukukuna Getirdiği Yenilikler”,Selçuk Üniversitesi Hukuk Fakültesi Dergisi,2003,"Yurtseven, Yılmaz",title_full,1917 Tarihli Hukuk ı Aile Kararnamesi ve Osmanlı Aile Hukukuna Getirdiği Yenilikler,no_match,174865,,no_doi,,1917HUKUK-İ AİLE KARARNAMESİNİN GETİRDİĞİ YENİLİKLERİN DEĞERLENDİRİLMESİ VE GAYRİMÜSLİMLER İÇİN ÖNGÖRÜLEN HÜKÜMLER,2014,Legal Hukuk Dergisi,868,PAPER,0.4694,0.5371,0.7,10,False,0.5161,0.0,False,"Yurtseven, Yılmaz. 2003. “1917 Tarihli Hukuk-ı Aile Kararnamesi ve Osmanlı Aile Hukukuna Getirdiği Yenilikler”. Selçuk Üniversitesi Hukuk Fakültesi Dergisi, 11 (1-2): 199-250."
8915,1371509,25486457,35,,,apa,Türk Basınında Yeni Türk Devletinin İsmi Hakkında Yaşanan Tartışmalar (Eylül-Ekim 1923),Tarih Dergisi,2013,"Sancaktar, F",,,no_match,,,,,,,,,,,,,,,,,,"Sancaktar, F. M. (2013). Türk Basınında Yeni Türk Devletinin İsmi Hakkında Yaşanan Tartışmalar (Eylül-Ekim 1923). Tarih Dergisi, 0(56), 129-145."
8916,1231967,19531382,1,,,apa,Takım liderinin çalışanların motivasyonu üzerindeki etkisi: Çağrı merkezi incelemesi,Akademik Bakış Dergisi,2012,"Aksu, A",,,no_match,,,,,,,,,,,,,,,,,,"Aksu, A. G. G. (2012). Takım liderinin çalışanların motivasyonu üzerindeki etkisi: Çağrı merkezi incelemesi. Akademik Bakış Dergisi, 32, 1-21."
8932,1295949,22170982,59,,,apa,Kalkınmada Kadın Girişimciliği ve Kapsayıcılık,"Uluslararası Sosyal ve Ekonomik Çalışmalar Dergisi, Cilt 4, Sayı 1",2023,"Tunç, M",,,no_match,,,,,,,,,,,,,,,,,,"Tunç, M. (2023). Kalkınmada Kadın Girişimciliği ve Kapsayıcılık. Uluslararası Sosyal ve Ekonomik Çalışmalar Dergisi, Cilt 4, Sayı 1, 96-110."
8938,1320373,23392129,2,,,apa,Din Kültürü ve Ahlak Bilgisi derslerinde kavram haritalarının kullanımı,Değerler Eğitimi Dergisi,2003,"Akyürek, S",,,no_match,,,,,,,,,,,,,,,,,,"Akyürek, S. (2003). Din Kültürü ve Ahlak Bilgisi derslerinde kavram haritalarının kullanımı. Değerler Eğitimi Dergisi, 1(3), 65-86."
8942,1339395,25008338,11,,,vancouver,Recovery of cervical vestibular evoked myogenic potentials after repositioning maneuver in benign paroxysmal positional vertigo,J Audiol Otol,2021,"Park JS, Kim MB, Lee JD",,,no_match,,,,,,,,,,,,,,,,,,"11. Park JS, Kim MB, Lee JD. Recovery of cervical vestibular evoked myogenic potentials after repositioning maneuver in benign paroxysmal positional vertigo. J Audiol Otol. 2021;25(1):6–11."
8978,1371644,25491563,4,,,apa,Israrlı takip suçu ve koruma tedbirleri,Ceza Hukuku Dergisi,2022,"Akıncı, M",,,no_match,,,,,,,,,,,,,,,,,,"Akıncı, M. (2022). Israrlı takip suçu ve koruma tedbirleri. Ceza Hukuku Dergisi, 17(1), 211–214."
9010,1379978,25761632,18,,,apa,"The effect of environmental awareness, knowledge level, price perception, battery charging power on electric vehicle purchasing intention: A quantitative research","Ekonomi, İşletme ve Bilişim Dergisi",2024,"Bozkurt, M",,,no_match,,,,,,,,,,,,,,,,,,"Bozkurt, M. E. (2024). The effect of environmental awareness, knowledge level, price perception, battery charging power on electric vehicle purchasing intention: A quantitative research. Ekonomi, İşletme ve Bilişim Dergisi, 1(1), 21-43."
9018,1202905,18007705,5,,,apa,İletişim becerisinin gelişimi için etkili bir araç: Matematiksel modelleme etkinlikleri,MATDER Matematik Eğitimi Dergisi,2011,"Doruk, B",,,no_match,,,,,,,,,,,,,,,,,,"Doruk, B. K. (2011). İletişim becerisinin gelişimi için etkili bir araç: Matematiksel modelleme etkinlikleri. MATDER Matematik Eğitimi Dergisi, 1(1), 1-12."
9037,1385180,25946463,4,,,apa,Analysis of the socio-economic profile of farmers cultivating forage crops in Şanlıurfa,Journal of Economics,2020,"Aydoğdu, M., Aydoğdu, İ., Cevheri, C., Sevinç, M",,,no_match,,,,,,,,,,,,,,,,,,"Aydoğdu, M., Aydoğdu, İ., Cevheri, C., Sevinç, M. & Küçük, N. (2020). Analysis of the socio-economic profile of farmers cultivating forage crops in Şanlıurfa. Journal of Economics, 10-15."
9038,1385180,25946494,35,,,apa,Status Quo of Quality Roughage Resources in Türkiye,Turkish Journal of Scientific Compilations,2016,"Özkan, U., & Şahin Demirbağ, N",,,no_match,,,,,,,,,,,,,,,,,,"Özkan, U., & Şahin Demirbağ, N. (2016). Status Quo of Quality Roughage Resources in Türkiye. Turkish Journal of Scientific Compilations, 9(1): 23-27."
9066,1173651,16597436,14,,,vancouver,Long-term outcome at adjacent levels of lumbar arthrodesis,Rev Chir Orthop Reparatrice Appar Mot,1997,"Guigui P, Lambert P, Lassale B, Deburge A",,,no_match,,,,,,,,,,,,,,,,,,"14. Guigui P, Lambert P, Lassale B, Deburge A. Long-term outcome at adjacent levels of lumbar arthrodesis. Rev Chir Orthop Reparatrice Appar Mot. 1997;83:685-96."
9089,1241831,19748135,2,,,apa,Development and validation of the e-health literacy scale and investigation of the relationships between e-health literacy and healthy behavior among undergraduate students in Taiwan,"Formosa J Ment Health, 28: 3",2015,"Chiang, C., Yang, S., & Hsu, W",,,no_match,,,,,,,,,,,,,,,,,,"Chiang, C., Yang, S., & Hsu, W. (2015). Development and validation of the e-health literacy scale and investigation of the relationships between e-health literacy and healthy behavior among undergraduate students in Taiwan. Formosa J Ment Health, 28: 3, 389–420."
9097,1306172,23600134,7,,,vancouver,Organizational research: Determining appropriate sample size for survey research,ITLPJ,2001,"Bartlett JE, Kotrlik JW, Higgins C",title_full,Organizational research Determining appropriate sample size for survey research,no_match,125938,,no_doi,,Okullardadumansız hava sahası ölçeğinin Türkçeye uyarlanması: geçerlik ve güvenirlik çalışması,2011,Kuram ve Uygulamada Eğitim Yönetimi,427,PAPER,0.1956,0.3613,0.0,8,False,0.1111,0.0,False,"7. Bartlett JE, Kotrlik JW, Higgins C. Organizational research: Determining appropriate sample size for survey research. ITLPJ 2001; 19: 43-50."
9099,1227776,19439048,10,,,apa,Problems related to asymmetric information in the health services market and proposed solutions,Hacettepe Journal of Health Administration,2009,"Bilgili, E., & Ecevit, E",,,no_match,,,,,,,,,,,,,,,,,,"Bilgili, E., & Ecevit, E. (2009). Problems related to asymmetric information in the health services market and proposed solutions. Hacettepe Journal of Health Administration, 11(2), 201-228."
9111,1332489,24688982,8,,,vancouver,"The impact of hospital brand image on service quality, patient satisfaction and loyalty",Afr J Bus Manage,2011,Wu C-C,,,no_match,,,,,,,,,,,,,,,,,,"8. Wu C-C. The impact of hospital brand image on service quality, patient satisfaction and loyalty. Afr J Bus Manage. 2011;5:4873-82."
9120,1359303,25007527,5,,,apa,Türkiye’de değişen bölgesel kalkınma politikaları,Karadeniz Sosyal Bilimler Dergisi,2013,"Akpınar, R",title_full_year,Türkiyede değişen bölgesel kalkınma politikaları,no_match,147786,,no_doi,,Avrupabirliği uyum sürecinde bölgesel kalkınma politikaları: bölgesel kalkınma ajansları ve Türkiye uygulaması,2013,Akademik İncelemeler Dergisi,763,PAPER,0.6002,0.4648,0.8,5,True,0.6071,0.0,False,"Akpınar, R. (2013). Türkiye’de değişen bölgesel kalkınma politikaları. Karadeniz Sosyal Bilimler Dergisi, 4(6), 29-46."
9121,1359303,25007570,48,,,apa,Kent Kültürünün Kentsel Girişimciliğe Etkileri,Econharran,2024,"Karaman, U., & Karasu, M",,,no_match,,,,,,,,,,,,,,,,,,"Karaman, U., & Karasu, M. A. (2024). Kent Kültürünün Kentsel Girişimciliğe Etkileri. Econharran, 8(13), 21-32."
9127,1264941,20844659,76,,,apa,İş yerinde tekno-stres merkezi: Müşteri ve bankacılık sektöründe bir araştırma,Çalışma İlişkileri Dergisi,2015,"Türen, U., Erdem, H",,,no_match,,,,,,,,,,,,,,,,,,"Türen, U., Erdem, H. & Kalkin, G. (2015). İş yerinde tekno-stres merkezi: Müşteri ve bankacılık sektöründe bir araştırma. Çalışma İlişkileri Dergisi, 6 (1), 1-19."
9158,1182760,17108019,52,,,apa,Endüstri 4.0 teknolojilerinin turizm sektörüne yansımaları: Literatür incelemesi,Journal of Tourism Intelligence and Smartness,2021,"Okatan, D",,,no_match,,,,,,,,,,,,,,,,,,"Okatan, D. & Yıldırım, Y. (2021). Endüstri 4.0 teknolojilerinin turizm sektörüne yansımaları: Literatür incelemesi. Journal of Tourism Intelligence and Smartness, 4(2), 168-185."
9159,1182760,17108032,65,,,apa,Metin madenciliği yöntemleri ile online yorumların kümelenmesi: Bakü otelleri örneği,Selçuk Turizm ve Bilişim Araştırmaları Dergisi,2019,"Tengilimoğlu, E., Öztürk, Y",,,no_match,,,,,,,,,,,,,,,,,,"Tengilimoğlu, E., Öztürk, Y. (2019). Metin madenciliği yöntemleri ile online yorumların kümelenmesi: Bakü otelleri örneği. Selçuk Turizm ve Bilişim Araştırmaları Dergisi, 1(1), 1-8."
9163,1183148,17027812,22,,,quoted,Osmanlı Öncesi Harput ve Yöresinde Türk İskânının İzleri,Dünü ve Bugünüyle Harput Sempozyumu,1998,"Aşan, Muhammet Beşir",,,no_match,,,,,,,,,,,,,,,,,,"Aşan, Muhammet Beşir, “Osmanlı Öncesi Harput ve Yöresinde Türk İskânının İzleri”, Dünü ve Bugünüyle Harput Sempozyumu, I - Tarih - Kültür - Şiir - Folklor, (Elazığ, 24-27 Eylül 1998), (nşr. Fikret Karaman), Türkiye Diyanet Vakfı Elazığ Şubesi Yayını, Elazığ 1999, s. 49-60."
9181,1209792,18420508,12,,,apa,“Çok İşlevlilik Açısından Türkçe Edatların Söz Dizimsel ve Anlam Bilimsel Yapısı”,Dil Araştırmaları,2014,"DOĞAN, Nuh",,,no_match,,,,,,,,,,,,,,,,,,"DOĞAN, Nuh (2014). “Çok İşlevlilik Açısından Türkçe Edatların Söz Dizimsel ve Anlam Bilimsel Yapısı”. Dil Araştırmaları, 15: 105-119."
9194,1283626,21621945,14,,,apa,"In vitro antileishmanial activity of extracts of Warburgia ugandensis (Canellaceae), a Kenyan medicinal plant",Journal of Medicinal Plants Research,2009,"Ngure, P.K., Tonui, W.K., Ingonga, J., Mutai, C., Kigondu, E., Ng’ang’a, Z., Rukunga, G., & Kimutai, A",,,no_match,,,,,,,,,,,,,,,,,,"Ngure, P.K., Tonui, W.K., Ingonga, J., Mutai, C., Kigondu, E., Ng’ang’a, Z., Rukunga, G., & Kimutai, A. (2009). In vitro antileishmanial activity of extracts of Warburgia ugandensis (Canellaceae), a Kenyan medicinal plant. Journal of Medicinal Plants Research, 3(2), 061–066."
9206,1275527,21191726,11,,,apa,Conducting a Market Opportunity Analysis for Air Cargo Operations,Transportation Journal,2003,"Golicic, S",,,no_match,,,,,,,,,,,,,,,,,,"Golicic, S. L., Teresa, M. M. and Mentzer, J. T. (2003). Conducting a Market Opportunity Analysis for Air Cargo Operations. Transportation Journal, 42(4), 5–15."
9218,1247529,20048394,21,,,loose_year,Agent-based modelling on a national scale–experiences from SWISSland,Agroscope Science,2016,"Möhring A., Mack G., Zimmermann A., Ferjani A., Schmidt A., Mann S",,,no_match,,,,,,,,,,,,,,,,,,"Möhring A., Mack G., Zimmermann A., Ferjani A., Schmidt A., Mann S., 2016. Agent-based modelling on a national scale–experiences from SWISSland. Agroscope Science, 30: 1-56."
9225,1354408,24780948,31,,,apa,Minibüs işletmeciliğinde teknoloji kullanımı ve hizmet kalitesi,Teknoloji ve Ulaşım Dergisi,2023,"Yılmaz, T., & Karataş, M",,,no_match,,,,,,,,,,,,,,,,,,"Yılmaz, T., & Karataş, M. (2023). Minibüs işletmeciliğinde teknoloji kullanımı ve hizmet kalitesi. Teknoloji ve Ulaşım Dergisi, 15(2), 189–205."
9235,1346823,24478826,43,,,apa,18. yüzyılın ikinci yarısında Osmanlı saray ehl-i hıref (sanatkarlar) teşkilatı. Rektör Prof. Dr,"Hasan Gürbüz’e Armağan, Süleyman Demirel Üniversitesi İlâhiyat Fakültesi Dergisi",1996,"Yaman, B",,,no_match,,,,,,,,,,,,,,,,,,"Yaman, B. (1996). 18. yüzyılın ikinci yarısında Osmanlı saray ehl-i hıref (sanatkarlar) teşkilatı. Rektör Prof. Dr. Hasan Gürbüz’e Armağan, Süleyman Demirel Üniversitesi İlâhiyat Fakültesi Dergisi, 3, 273-292."
9254,1224232,18930537,16,,,apa,İrademiz Özgür Değil: Metafizik Bir Problem Olarak Özgür İrade,MetaZihin: Yapay Zeka ve Zihin Felsefesi Dergisi,2020,"Onur, F",title_full,İrademiz Özgür Değil Metafizik Bir Problem Olarak Özgür İrade,no_match,1394415,10.51702/esoguifd.1799909,not_checked,,Hârisel-Muhâsibî’de Muhâsebe ve G. I. Gurdjieff’te Öz-Gözlem: İki Farklı Gelenekte İçsel Farkındalık Disiplinleri,2026,Eskişehir Osmangazi Üniversitesi İlahiyat Fakültesi Dergisi,2426,PAPER,0.1866,0.2993,0.0,8,False,0.4421,0.0,False,"Onur, F. (2020). İrademiz Özgür Değil: Metafizik Bir Problem Olarak Özgür İrade. MetaZihin: Yapay Zeka ve Zihin Felsefesi Dergisi, 3(1), 13-40."
9260,1354338,24778333,8,,,vancouver,Swyer-James-MacLeod Syndrome Misdiagnosed as COPD: A Case Report,Ku-wait Med J,2017,"Intepe YS, Yuksel M, Tanyeri B",,,no_match,,,,,,,,,,,,,,,,,,"8. Intepe YS, Yuksel M, Tanyeri B. Swyer-James-MacLeod Syndrome Misdiagnosed as COPD: A Case Report. Ku-wait Med J 2017; 49:335-9."
9305,1306429,22618268,46,,,apa,Yoksullukla Mücadelede Kadın Kooperatifleri Deneyimi. Ed. M,"Kardaş, Başbakanlık Sosyal Yardımlaşma ve Dayanışma Genel Müdürlüğü Uluslararası Yoksullukla Mücadele Stratejileri Sempozyumu, İstanbul",2010,"Özdemir, G",,,no_match,,,,,,,,,,,,,,,,,,"Özdemir, G. (2010). Yoksullukla Mücadelede Kadın Kooperatifleri Deneyimi. Ed. M. Kardaş, Başbakanlık Sosyal Yardımlaşma ve Dayanışma Genel Müdürlüğü Uluslararası Yoksullukla Mücadele Stratejileri Sempozyumu, İstanbul, 331-337."
9363,1261247,20560992,8,,,apa,An effect of mathematical intervention strategies for dyscalculia students,Journal of Language and Linguistic Studies,2021,"Devisri, K., & Tharani, S",,,no_match,,,,,,,,,,,,,,,,,,"Devisri, K., & Tharani, S. (2021). An effect of mathematical intervention strategies for dyscalculia students. Journal of Language and Linguistic Studies, 17(4), 3496-3500."
9438,1183721,17158861,6,,,loose_year,Influence of sucrose solution concentration and temperature on mass exchange during osmotic dehydration of eggplant (Solanum melongena L.) cubes,International Food Research Journal,2015,"Ganjloo, A",,,no_match,,,,,,,,,,,,,,,,,,"Ganjloo, A. and Bimakr, M. 2015. Influence of sucrose solution concentration and temperature on mass exchange during osmotic dehydration of eggplant (Solanum melongena L.) cubes. International Food Research Journal, 22(2): 807-811."
9525,1321281,23441794,20,,,apa,Remote sensing for water quality monitoring in Lake Victoria,"African Journal of Science, Technology, Innovation and Development",2013,"Ndungu, L",,,no_match,,,,,,,,,,,,,,,,,,"Ndungu, L. W., Ndiritu, G. G., & Mutua, B. M. (2013). Remote sensing for water quality monitoring in Lake Victoria. African Journal of Science, Technology, Innovation and Development, 5(5), 399–409."
