sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
9750,1215899,18980223,8,,no_match,,,,,,,,,,,,,search:atherly 1999 student solutions manual accompany science genetics saunders college publishing,context,atherly 1999 student solutions manual accompany science genetics saunders college publishing,"Atherly, A. G. (1999). Student Solutions Manual to Accompany the Science of Genetics. Saunders College Publishing."
9758,1322183,23476007,6,,no_match,,,,,,,,,,,,,search:cooke 1903 text north semitic inscriptions moabite hebrew phoenician aramaic nabataean palmyrene jewish clarendon press,context,cooke 1903 text north semitic inscriptions moabite hebrew phoenician aramaic nabataean palmyrene jewish clarendon press,"COOKE, G. A. (1903). Text-book of North-Semitic Inscriptions: Moabite, Hebrew, Phoenician, Aramaic, Nabataean, Palmyrene, Jewish, The Clarendon Press."
9760,1199498,17848704,35,,no_match,,,,,,,,,,,,,search:moss 1995 treating love sick patient israel psychiatry related sciences 167 173,context,moss 1995 treating love sick patient israel psychiatry related sciences 167 173,"Moss, E. (1995). Treating the love-sick patient. The Israel Journal of Psychiatry and Related Sciences, 32(3), 167-173."
9762,1336329,24880257,12,,no_match,,,,,,,,,,,,,search:solomons fryhle snyder solomons ganic chemistry binder ready version guide student solutions manual john wiley sons 2016,context,solomons fryhle snyder solomons ganic chemistry binder ready version guide student solutions manual john wiley sons 2016,"12. Solomons TG, Fryhle CB, Snyder SA. Solomons' Or- ganic Chemistry, Binder Ready Version Study Guide & Student Solutions Manual, John Wiley & Sons, 2016."
9763,1340985,24235519,21,,no_match,,,,,,,,,,,,,search:yilmaz murat lotka yasasi turkiye kutuphane bilgi bilimi literaturu turk kutuphaneciligi 2002,context,yilmaz murat lotka yasasi turkiye kutuphane bilgi bilimi literaturu turk kutuphaneciligi 2002,"Yılmaz, Murat. “Lotka Yasası ve Türkiye’de Kütüphane ve Bilgi Bilimi Literatürü”. Türk Kütüphaneciliği 16, sy.1 (2002): 61-69."
9770,1185068,17112579,13,,no_match,,,,,,,,,,,,,search:hamitoglu ahmet deylemi nin tasdiku mearif adli eserinin tahkik degerlendirilmesi isparta suleyman demirel universitesi 2019,context,hamitoglu ahmet deylemi nin tasdiku mearif adli eserinin tahkik degerlendirilmesi isparta suleyman demirel universitesi 2019,"Hamitoğlu, Ahmet. Deylemî’nin Tasdiku’l-Meârîf Adlı Eserinin Tahkik ve Değerlendirilmesi. Isparta: Süleyman Demirel Üniversitesi, 2019."
9771,1185068,17112589,23,,no_match,,,,,,,,,,,,,search:ragib isfahani mufredat garibi kur istanbul kahraman yayinlari 1986,context,ragib isfahani mufredat garibi kur istanbul kahraman yayinlari 1986,"Râğıb, İsfahânî. el-Müfredât fî ğarîbi’l-Kur’ân. İstanbul: Kahraman Yayınları, 1986."
9772,1292222,22026946,1,,no_match,,,,,,,,,,,,,search:aristoteles aristo metafizik cev ahmet arslan istanbul sosyal yayinlari 2012,context,aristoteles aristo metafizik cev ahmet arslan istanbul sosyal yayinlari 2012,"Aristoteles (Aristo). Metafizik. çev. Ahmet Arslan. İstanbul: Sosyal Yayınları, 2012."
9773,1292222,22026953,8,,no_match,,,,,,,,,,,,,search:dinden felsefeye bati nazariyatinin kokenleri cev ozguc orhan albaraka yayinlari 2022,context,dinden felsefeye bati nazariyatinin kokenleri cev ozguc orhan albaraka yayinlari 2022,"_______. Dinden Felsefeye Batı Nazariyatının Kökenleri Üzerine. çev. Özgüç Orhan. Albaraka Yayınları, 2022."
9774,1292222,22026958,13,,no_match,,,,,,,,,,,,,search:gilson etienne god philosophy new haven london yale university press 2nd edition 2002,context,gilson etienne god philosophy new haven london yale university press 2nd edition 2002,"Gilson, Etienne. God and Philosophy. New Haven London: Yale University Press, 2nd edition., 2002."
9777,1273020,21069525,10,,no_match,,,,,,,,,,,,,search:eren tas ocagi isletmelerinde sagligi guvenligi sartlari konya teknik universitesi lisansustu egitim enstitusu maden muhendisligi ana bilim dali yuksek lisans tezi konya 2019,context,eren tas ocagi isletmelerinde sagligi guvenligi sartlari konya teknik universitesi lisansustu egitim enstitusu maden muhendisligi ana bilim dali yuksek lisans tezi konya 2019,"Eren, N.Ö. Taş ocağı işletmelerinde iş sağlığı ve güvenliği şartları. Konya Teknik Üniversitesi Lisansüstü Eğitim Enstitüsü Maden Mühendisliği Ana Bilim Dalı. Yüksek Lisans Tezi. Konya 2019."
9785,1228219,19150423,24,,no_match,,,,,,,,,,,,,search:puskulluoglu 2012 turkce sozluk ankara arkadas,context,puskulluoglu 2012 turkce sozluk ankara arkadas,"Püsküllüoğlu, A. (2012). Türkçe sözlük. Ankara: Arkadaş."
9786,1278232,21310891,49,,no_match,,,,,,,,,,,,,search:topcu bilir sop 2021 pandemi doneminde ebeveyn cocuk iliskileri cocuklarda davranis problemleri ejercongress 2021 bildiri kitabi 1165 1172,context,topcu bilir sop 2021 pandemi doneminde ebeveyn cocuk iliskileri cocuklarda davranis problemleri ejercongress 2021 bildiri kitabi 1165 1172,"Topçu Bilir, Z. ve Sop, A. (2021). Pandemi Döneminde Ebeveyn-Çocuk İlişkileri ve Çocuklarda Davranış Problemleri. EJERCongress 2021 Bildiri Kitabı, 1165-1172."
9791,1222162,18855232,28,,no_match,,,,,,,,,,,,,search:failure modes effects fuzzy topsis knitting process tekez 2018 tekstil konfeksiyon,tei,failure modes effects fuzzy topsis knitting process tekez 2018 tekstil konfeksiyon,"28. Tekez, E.K. (2018) Failure modes and effects analysis using fuzzy TOPSIS in knitting process, Tekstil ve Konfeksiyon, 28(1), 21-26."
9798,1275235,21181158,36,,no_match,,,,,,,,,,,,,search:timss 2020 timss 2019 international results mathematics science retrieved boston college timss pirls international center website,context,timss 2020 timss 2019 international results mathematics science retrieved boston college timss pirls international center website,"TIMSS (2020). TIMSS 2019 International Results in Mathematics and Science. Retrieved from Boston College, TIMSS & PIRLS International Study Center website: https://timssandpirls.bc.edu/timss2019/international-results/"
9799,1289521,22887948,12,,no_match,,,,,,,,,,,,,search:dastan 2021 gumruk kullaniminin gumruk idarelerinin etkinligi gumruk islemlerinin etkililigi uzerindeki etkisi istanbul istanbul ticaret universitesi,context,dastan 2021 gumruk kullaniminin gumruk idarelerinin etkinligi gumruk islemlerinin etkililigi uzerindeki etkisi istanbul istanbul ticaret universitesi,"Daştan, Ü. (2021). E-Gümrük Kullanımının Gümrük İdarelerinin Etkinliği Ve Gümrük İşlemlerinin Etkililiği Üzerindeki Etkisi. İstanbul: T.C. İstanbul Ticaret Üniversitesi."
9805,1311761,22842829,24,,no_match,,,,,,,,,,,,,search:dso 2017 who strategic communications framework effective communications world health organization ocak 2024 tarihinde adresinden edinilmistir,context,dso 2017 who strategic communications framework effective communications world health organization ocak 2024 tarihinde adresinden edinilmistir,DSÖ. (2017). WHO strategic communications framework for effective communications. World Health Organization. 8 Ocak 2024 tarihinde https://www.who.int/docs/default-source/documents/communicating-for-health/communication-framework.pdf adresinden edinilmiştir.
9807,1324064,23559629,3,,no_match,,,,,,,,,,,,,search:bayraktar 2023 turkiye tufe nin akaryakit tuketimine olan etkisi 2012 2022 nedensellik analizi uluslararasi ekonomik arastirmalar,context,bayraktar 2023 turkiye tufe nin akaryakit tuketimine olan etkisi 2012 2022 nedensellik analizi uluslararasi ekonomik arastirmalar,"Bayraktar, N. T. (2023). Türkiye’de TÜFE’nin akaryakıt tüketimine olan etkisi: 2012-2022 nedensellik analizi. Uluslararası Ekonomik Araştırmalar Dergisi, 9(1), 27-40."
9808,1360555,25054218,42,,no_match,,,,,,,,,,,,,search:yuksekogretim kurulu ulusal cekirdek egitimi programlari erisim idari birimler egitim ogretim dairesi ulusal cekirdek egitimi programlari erisim tarihi 2025,context,yuksekogretim kurulu ulusal cekirdek egitimi programlari erisim idari birimler egitim ogretim dairesi ulusal cekirdek egitimi programlari erisim tarihi 2025,42. Yükseköğretim Kurulu Ulusal Çekirdek Eğitimi Programları. Erişim: https://www.yok.gov.tr/kurumsal/ idari-birimler/egitim-ogretim-dairesi/ulusal-cekirdek- egitimi-programlari. Erişim tarihi: 14.06.2025.
9812,1351220,24657028,7,,no_match,,,,,,,,,,,,,search:borekci 2017 judith malika liberman masal dinlerken hepimiz hafif transa giriyoruz egoistokur erisim tarihi 2025,context,borekci 2017 judith malika liberman masal dinlerken hepimiz hafif transa giriyoruz egoistokur erisim tarihi 2025,"Börekçi, G. (2017). Judith Malika Liberman: “Masal Dinlerken Hepimiz Hafif Bir Transa Giriyoruz”, Egoistokur. https://egoistokur.com/?s=Judith+Malika+Liberman (Erişim tarihi: 22.03.2025)."
9814,1237988,22682243,19,,no_match,,,,,,,,,,,,,search:kramer 2017 filistin tarihi osmanli fethinden israil devleti nin kurulusuna agirnasli cev verita,context,kramer 2017 filistin tarihi osmanli fethinden israil devleti nin kurulusuna agirnasli cev verita,"Krämer, G. (2017). Filistin Tarihi: Osmanlı Fethinden İsrail Devleti’nin Kuruluşuna (S. N. Ağırnaslı, Çev.). Verita."
9815,1237988,22682256,32,,no_match,,,,,,,,,,,,,search:watson 2018 international law balfour decision levantine studies 101 120,context,watson 2018 international law balfour decision levantine studies 101 120,"Watson, G. R. (2018). International Law and the Balfour Decision. Journal of Levantine Studies, 8(1), 101-120."
9822,1375948,25646690,4,,no_match,,,,,,,,,,,,,search:bakoglu deliorman tastan boz yigit yildiz 2009 tukenmisligi olcmede alternatif arac kopenhag tukenmislik envanterinin marmara universitesi akademik personeli uyarlamasi istanbul universitesi yonetim,context,bakoglu deliorman tastan boz yigit yildiz 2009 tukenmisligi olcmede alternatif arac kopenhag tukenmislik envanterinin marmara universitesi akademik personeli uyarlamasi istanbul universitesi yonetim,"Bakoğlu-Deliorman, R., Taştan-Boz, İ., Yiğit, İ., & Yıldız, S. (2009). Tükenmişliği ölçmede alternatif bir araç: Kopenhag Tükenmişlik Envanterinin Marmara Üniversitesi akademik personeli üzerine uyarlaması. İstanbul Üniversitesi Yönetim Dergisi, 20(63), 77-98."
9827,1375948,25646768,82,,no_match,,,,,,,,,,,,,search:turk dil kurumu 2025 erisim tarihi subat 2025,context,turk dil kurumu 2025 erisim tarihi subat 2025,Türk Dil Kurumu (2025). [Erişim Tarihi: 22 Şubat 2025] https://sozluk.gov.tr/
9830,1298977,22494214,5,,no_match,,,,,,,,,,,,,search:amerikan psikiyatri birligi apa 2014 ruhsal bozukluklarin tanisal sayimsal kitabi dsm diagnostic statistical manual mental disorders dsm koroglu trans hekimler yayin birligi,context,amerikan psikiyatri birligi apa 2014 ruhsal bozukluklarin tanisal sayimsal kitabi dsm diagnostic statistical manual mental disorders dsm koroglu trans hekimler yayin birligi,"Amerikan Psikiyatri Birliği-APA. (2014). Ruhsal bozuklukların tanısal ve sayımsal el kitabı (DSM-5) [Diagnostic and statistical manual of mental disorders (DSM-5)] (E. Köroğlu, Trans.). Hekimler Yayın Birliği."
9834,1298977,22494270,61,,no_match,,,,,,,,,,,,,search:thompson lougheed 2012 frazzled facebook exploratory gender differences social network communication among undergraduate men women college student,context,thompson lougheed 2012 frazzled facebook exploratory gender differences social network communication among undergraduate men women college student,"Thompson, S. H., & Lougheed, E. (2012). Frazzled by Facebook? An exploratory study of gender differences in social network communication among undergraduate men and women. College Student Journal, 46(1), 88-98."
9835,1298977,22494284,75,,no_match,,,,,,,,,,,,,search:zencirkiran 2018 sosyoloji sociology dora basim yayin,context,zencirkiran 2018 sosyoloji sociology dora basim yayin,"Zencirkıran, M. (2018). Sosyoloji [Sociology]. Dora Basım-Yayın."
9838,1375010,25615973,18,,no_match,,,,,,,,,,,,,search:bengi 2022 yillarda turkiye sazli cazli sozluk istanbul yapi kredi yayinlari,context,bengi 2022 yillarda turkiye sazli cazli sozluk istanbul yapi kredi yayinlari,"Bengi, D. (2022). 50’li yıllarda Türkiye: Sazlı cazlı sözlük. İstanbul: Yapı Kredi Yayınları."
9844,1369652,26079844,69,,no_match,,,,,,,,,,,,,search:paksoy kocak 2021 energy material nexus next generation thermal energy storage materials wastes residues icp 2021 virtual conference october 2021 keynote presentation,context,paksoy kocak 2021 energy material nexus next generation thermal energy storage materials wastes residues icp 2021 virtual conference october 2021 keynote presentation,"Paksoy H, Koçak B., 2021. Energy-Material Nexus – Next Generation Thermal Energy Storage Materials from Wastes and Residues, ICP 2021 virtual conference, 4-6 October 2021, Keynote presentation"
9849,1341237,25092059,70,,no_match,,,,,,,,,,,,,search:demir 2016 lala mustafa pasa nin hayati siyasi faaliyetleri yayimlanmamis yuksek lisans tezi marmara universitesi turkiyat arastirmalari enstitusu,context,demir 2016 lala mustafa pasa nin hayati siyasi faaliyetleri yayimlanmamis yuksek lisans tezi marmara universitesi turkiyat arastirmalari enstitusu,"Demir, E. (2016). Lala Mustafa Paşa’nın hayatı ve siyasi faaliyetleri (Yayımlanmamış yüksek lisans tezi). Marmara Üniversitesi Türkiyat Araştırmaları Enstitüsü."
9851,1341237,25092179,190,,no_match,,,,,,,,,,,,,search:straus 1963 primary world senses new york free press glencoe sen 2012 kentsel mekan goc iliskisine barinak tan bakmak tarihsel surecte erkek gocmenlerin barinma mekanlari toplum demokrasi 177 200,context,straus 1963 primary world senses new york free press glencoe sen 2012 kentsel mekan goc iliskisine barinak tan bakmak tarihsel surecte erkek gocmenlerin barinma mekanlari toplum demokrasi 177 200,"Straus, E. (1963). The primary world of the senses. New York: Free Press of Glencoe. Şen, B. (2012). Kentsel mekân ve göç ilişkisine ‘barınak’tan bakmak: Tarihsel süreçte erkek göçmenlerin barınma mekânları. Toplum ve Demokrasi, 6(13-14), 177-200."
9852,1341237,25092182,193,,no_match,,,,,,,,,,,,,search:taeschner epceli ozturk 2010 osmanli kaynaklarina gore anadolu yol agi tablo harita birlikte bilge kultur sanat,context,taeschner epceli ozturk 2010 osmanli kaynaklarina gore anadolu yol agi tablo harita birlikte bilge kultur sanat,"Taeschner, F., Epçeli, N., & Öztürk, Y. (2010). Osmanlı kaynaklarına göre Anadolu yol ağı: 50 tablo ve 2 harita ile birlikte. Bilge Kültür Sanat."
9854,1324996,23595838,19,,no_match,,,,,,,,,,,,,search:rawlinson 1995 yaratici dusunme beyin firtinasi degirmen cev rota yayinlari 1986,context,rawlinson 1995 yaratici dusunme beyin firtinasi degirmen cev rota yayinlari 1986,"Rawlinson, J. G. (1995). Yaratıcı düşünme ve beyin fırtınası (1). (O. Değirmen, Çev.). Rota Yayınları. (1986)"
9855,1298015,22276951,10,,no_match,,,,,,,,,,,,,search:baudrillard 2018 simulakrlar simulasyon cev oguz adanir basim dogu bati yayinlari,context,baudrillard 2018 simulakrlar simulasyon cev oguz adanir basim dogu bati yayinlari,"Baudrillard, J. (2018). Simülakrlar ve Simülasyon. Çev. Oğuz Adanır, 12. Basım: Doğu Batı Yayınları."
9857,1298015,22277002,61,,no_match,,,,,,,,,,,,,search:url kaylee 2023 iconic graffiti art murals that will make you stop collector com erisim tarihi 2023,context,url kaylee 2023 iconic graffiti art murals that will make you stop collector com erisim tarihi 2023,"Url 6: Kaylee, R. (2023). “12 Iconic Graffiti Art Murals That Will Make You Stop” The Collector.com, https://www.thecollector.com/graffiti-wall-art/. Erişim tarihi: 09.09.2023."
9858,1164411,16219629,3,,no_match,,,,,,,,,,,,,search:fallik donemde sunnet psikolojik etkileri pediatrik uroloji bulteni silay 2018,tei,fallik donemde sunnet psikolojik etkileri pediatrik uroloji bulteni silay 2018,3. Sılay MS. Fallik Dönemde Sünnet ve Psikolojik Etkileri Pediatrik Üroloji Bülteni. 2018; (1): 21-24.
9859,1192024,17479600,24,,no_match,,,,,,,,,,,,,search:divanu lugat turk indeksi alaeddin kral matbaasi istanbul 1942,context,divanu lugat turk indeksi alaeddin kral matbaasi istanbul 1942,"____, Divanü Lûgat-it Türk İndeksi, Alaeddin Kral Matbaası, İstanbul 1942."
9860,1192024,17479628,52,,no_match,,,,,,,,,,,,,search:ileri celal nuri mukadderat tarihiye yeni osmanli matbaa kutuphanesi istanbul 1915,context,ileri celal nuri mukadderat tarihiye yeni osmanli matbaa kutuphanesi istanbul 1915,"İleri, Celâl Nuri, Mukadderat-ı Tarihiye, Yeni Osmanlı Matbaa ve Kütüphanesi, İstanbul 1915."
9861,1192024,17479663,87,,no_match,,,,,,,,,,,,,search:mesrutiyet solidarist dusunce halkcilik toplum bilim sayi bahar 1977 123,context,mesrutiyet solidarist dusunce halkcilik toplum bilim sayi bahar 1977 123,"____, “II. Meşrutiyet’te Solidarist Düşünce: Halkçılık”, Toplum ve Bilim, Sayı:1, Bahar 1977, s.92-123."
9864,1358947,24981860,7,,no_match,,,,,,,,,,,,,search:avan esengul ayaz 2022 avrupa komsuluk politikasi baglaminda ermenistan iliskileri rusya etkisi avrasya etudleri,context,avan esengul ayaz 2022 avrupa komsuluk politikasi baglaminda ermenistan iliskileri rusya etkisi avrasya etudleri,"Avan, Esengül Ayaz. (2022). ""Avrupa Komşuluk Politikası Bağlamında AB-Ermenistan İlişkileri ve Rusya Etkisi."" Avrasya Etüdleri, 61, 45–90."
9867,1309255,22725264,32,,no_match,,,,,,,,,,,,,search:turkmen 1939 mufassal hatay tarihi hatay manda tarihi silahli mucadele devresi cilt istanbul tan matbaasi,context,turkmen 1939 mufassal hatay tarihi hatay manda tarihi silahli mucadele devresi cilt istanbul tan matbaasi,"Türkmen, A. F. (1939). Mufassal Hatay Tarihi, Hatay Manda Tarihi Silahlı Mücadele Devresi. 4. Cilt. İstanbul: Tan Matbaası."
